pub_name,address
BLUE MARLIN IBIZA LONDON LTD,"MONDRIAN HOTEL PRIVATE CLUB AND ROOFTOP LEVEL-3 (PART OF) LEVEL -2 ( PART OF) GROUND FLOOR & ROOF TERRACE 45 CURTAIN ROAD  45 CURTAIN ROAD, Hackney, London, EC2A 3PT"
Q Shoreditch,"Q Shoreditch, 55-61 Tabernacle Street, London, EC2A 4AA, EC2A 4AA"
XOYO,"XOYO, Basement And Ground Floor, 32A-37 Cowper Street, London, EC2A 4AP"
The Windmill Public House,"The Windmill Public House, 27 Tabernacle Street, London, EC2A 4DE, EC2A 4DE"
Old Kings Head,"THE KINGS HEAD 28 HOLYWELL ROW, Hackney, London, EC2A 4JB"
The Cocktail Club,"BASEMENT 63 WORSHIP STREET, Hackney, London, EC2A 4JH"
The Joiner On Worship,"2 PAUL STREET, Hackney, London, EC2A 4JH"
23 Paul Street,"23 Paul Street, 23-25 Paul Street, London, EC2A 4JU, EC2A 4JU"
The Fox Public House,"28 PAUL STREET, Hackney, London, EC2A 4LB"
The Princess Of Shoreditch,"THE PRINCESS ROYAL PUBLIC HOUS 76-78 PAUL STREET, Hackney, London, EC2A 4NE"
Home Bar,"5A RAVEY STREET, Hackney, London, EC2A 4QW"
The Griffin,"93 LEONARD STREET, Hackney, London, EC2A 4RD"
Waltz,"28 SCRUTTON STREET, Hackney, London, EC2A 4RP"
The Lord Aberconway,"Lord Aberconway Public House, 73 Old Broad Street, London, EC2M 1QT"
Summer In The City,"41 Broadgate Circle, London, EC2M 2QS"
The Botanist,"35 Broadgate Circle, London, EC2M 2QS"
Enoteca Da Luca,"Retail Unit 7, Western Courtyard, Devonshire Square, London, EC2M 4AE"
Dirty Martini,"158 Bishopsgate, London, EC2M 4LX"
Dirty Dicks Public House,"202 Bishopsgate, London, EC2M 4NR"
London Cocktail Club,"Basement Retail Unit, 206-210 Bishopsgate, London, EC2M 4NR"
Woodins Shades,"Woodins Shades Public House, 212 Bishopsgate, London, EC2M 4PT"
Humble Grape,"Retail Unit, 8 Devonshire Row, London, EC2M 4RH"
The Bull,"The Bull Public House, 4-5 Devonshire Row, London, EC2M 4RH"
The Magpie,"The Magpie Public House, 12 New Street, London, EC2M 4TP"
Devonshire Terrace,"9 Devonshire Square, London, EC2M 4YF"
Lucky Voice,"Offices, 10 Devonshire Square, London, EC2M 4YP"
The Globe,"The Globe Public House, 83 Moorgate, London, EC2M 6SA"
The Red Lion,"The Red Lion Public House, 1 Eldon Street, London, EC2M 7LS"
The Railway Tavern,"The Railway Tavern Public House, 15 Liverpool Street, London, EC2M 7NX"
Boxhall City,"The Arcade, Liverpool Street, London, EC2M 7PN"
Hamilton Hall,"Retail Unit 32 Upper Concourse, Liverpool Street Station, Liverpool Street, London, EC2M 7PY"
"Lady Abercorn, Andaz Hotel","Andaz Hotel, 40 Liverpool Street, London, EC2M 7QN"
Broadwood Sports Pub And Kitchen,"Tower 42, International Financial Centre, 25 Old Broad Street, London, EC2N 1HQ"
Be At One,"45 Old Broad Street, London, EC2N 1HT"
The Arbitrager,"27A Throgmorton Street, London, EC2N 2AN"
The Phoenix,"Retail Unit, 26 Throgmorton Street, London, EC2N 2AN"
Balls Brothers Austin Friars,"10-11 Austin Friars, London, EC2N 2HG"
Pitch,"62 Bishopsgate, London, EC2N 4AW"
Pitch Golf Studio,"Hasilwood House, 60-64 Bishopsgate, London, EC2N 4AW"
The Drift,"110 Bishopsgate, London, EC2N 4AY"
Tokenhouse,"Retail Unit, 4 Moorgate, London, EC2R 6DA"
The Telegraph,"The Telegraph Public House, 11 Telegraph Street, London, EC2R 7AR"
Goodman,"Retail Unit, 11 Old Jewry, London, EC2R 8DU"
"Puttshack, Ground Floor Reception","1 The Concourse, 1 Poultry, London, EC2R 8EJ"
The Old Doctor Butler's Head,"The Old Doctor Butlers Head Public House, 2 Mason's Avenue, London, EC2V 5BT"
Dirty Martini,"Retail Unit Three Keys House, 130 Wood Street, London, EC2V 6DL"
"Bar, Market Place St Pauls","150 Cheapside, London, EC2V 6ET"
The Anthologist,"58 Gresham Street, London, EC2V 7BB"
Wood Street Bar And Restaurant,"53 Fore Street, London, EC2Y 5EJ"
Fox Fine Wines,"118 London Wall, London, EC2Y 5JA"
The Heron Club,"7 Silk Street, London, EC2Y 8AL"
Barbican Bars,"Barbican Arts And Conference Centre, Silk Street, London, EC2Y 8DS"
Spirit Of Man,"London Metal Exchange, 56 Leadenhall Street, London, EC3A 2BJ"
The Old Tea Warehouse,"The Old Tea Warehouse Public House, 4-8 Creechurch Lane, London, EC3A 5AY"
The Trinity Bell,"Cree House, 20 Creechurch Lane, London, EC3A 5AY"
The Craft Beer Company,"29-31 Mitre Street, London, EC3A 5BU"
Dave's Wine Bar,"2 St James's Passage, London, EC3A 5DH"
The Alchemist,"6 Bevis Marks, London, EC3A 7BA"
All Bar One,"Retail Unit, 107 Houndsditch, London, EC3A 7BD"
The Alice,"Five Acre Square, 133-137 Houndsditch, London, EC3A 7BX"
The Lion,"31 Houndsditch, London, EC3A 7DB"
Slug And Lettuce,"29 St Mary Axe, London, EC3A 8AA"
London Cocktail Club,"2 Eastcheap, London, EC3M 1AE"
"Simmons, Unit 5","35 Eastcheap, London, EC3M 1DT"
Eastcheap Records,"Peek House, 20 Eastcheap, London, EC3M 1EB"
"Davys, 1 Plantation Place","Unit 8 Plantation Place, 20 Mincing Lane, London, EC3M 3BD"
East India Arms,"East India Arms Public House, 67 Fenchurch Street, London, EC3M 4BR"
The Fenchurch,"72 Fenchurch Street, London, EC3M 4BR"
The Moniker,"25 Fenchurch Avenue, London, EC3M 5AD"
MNM,"Basement Retail Unit, 141 Fenchurch Street, London, EC3M 6BL"
Bunch of Grapes,"14 Lime Street, London, EC3M 7AN"
The Bootlegger's Club Ltd,"Basement Retail Unit, 25-26 Lime Street, London, EC3M 7HR"
Aldgate Tap,"Portsoken Pavilion, 1 Aldgate Square, London, EC3N 1AF"
"Jin Bo Law, 14TH FLR, Dorsett City H","9 Aldgate High Street, London, EC3N 1AH"
The Hoop & Grapes,"47 Aldgate High Street, London, EC3N 1AL"
Cococure,"Retail Unit, 5 Minories, London, EC3N 1BJ"
Slug & Lettuce/Chik Box/Locked N Loaded/K Town/Mandu Guys/Hansik & Bibigo,"St Clare House, 30-33 Minories, London, EC3N 1DD"
The Three Lords,"Three Lords Public House, 27 Minories, London, EC3N 1DE"
The Minories Public House,"Minories Public House, 64-73 Minories, London, EC3N 1JL"
The Crutched Friar,"The Crutched Friar Public House, 39-41 Crutched Friars, London, EC3N 2AE"
Cheshire Cheese,"The Cheshire Cheese Public House, 48 Crutched Friars, London, EC3N 2AP"
Munich Cricket Club,"9A-9B Crutched Friars, London, EC3N 2AU"
Tunnel Vision,"Centurion House, 37 Jewry Street, London, EC3N 2ER"
Three Tuns,"The Three Tuns Public House, 36 Jewry Street, London, EC3N 2ET"
Feeneys,"Retail Unit, 5 Lloyd's Avenue, London, EC3N 3AE"
Liberty Bounds,"Retail Unit, 15 Trinity Square, London, EC3N 4AA"
Traitors Gate,"14 Trinity Square, London, EC3N 4AA"
Yeoman Warder Club,"Tower Of London, Tower Hill, London, EC3N 4AE"
Ten Trinity Square Private Club,"10 Trinity Square, London, EC3N 4AJ"
Wine Library,"Wine Library  All Hallows Parish House, 43 Trinity Square, London, EC3N 4DJ"
"Brewdog, Unit 3","50 Great Tower Street, London, EC3R 5AB"
The Hung Drawn & Quartered,"The Hung Drawn And Quartered Public House, 27 Great Tower Street, London, EC3R 5AQ"
All Bar One,"Public House, 16 Byward Street, London, EC3R 5BA"
The Monument Public House,"18 Fish Street Hill, London, EC3R 6DB"
The Corn Exchange,"2 Minster Court, London, EC3R 7BB"
Tank & Paddle,"3 Minster Court, London, EC3R 7DD"
The Windsor,"The Windsor Public House, 2 New London Street, London, EC3R 7NA"
The Ship,"The Ship Public House, 3 Hart Street, London, EC3R 7NB"
Balls Brothers - Minster Court,"1 Minster Pavement, London, EC3R 7PP"
Feeneys,"Retail Unit, 48 Mark Lane, London, EC3R 7QH"
The Britannia,"The Britannia Public House, 20 Monument Street, London, EC3R 8AJ"
"The Hydrant, Equitable House","1 Monument Street, London, EC3R 8BG"
The Walrus & The Carpenter PH,"The Walrus & The Carpenter Public House, 45 Monument Street, London, EC3R 8BU"
Steam Wine Bar,"1 St George's Lane, London, EC3R 8DJ"
Dirty Martini Monument,"1 Lovat Lane, London, EC3R 8DT"
Salotto 31,"Retail Unit, 31 Lovat Lane, London, EC3R 8EB"
The Ship Public House,"11 Talbot Court, London, EC3V 0BP"
The Folly,"41 Gracechurch Street, London, EC3V 0BT"
The New Moon Public House,"New Moon Public House, 88 Gracechurch Street, London, EC3V 0DN"
Crosse Keys PH,"7 Gracechurch Street, London, EC3V 0DR"
Vagabond Wines,"51 Gracechurch Street, London, EC3V 0EH"
Vagabond Wines,"52 - 54 Gracechurch Street, London, EC3V 0EH"
The Golden Goose,"Ground Floor Retail Unit, 13-15 Leadenhall Market, London, EC3V 1LR"
The Lamb Tavern,"Lamb Tavern Public House, 10-12 Leadenhall Market, London, EC3V 1LR"
Bedales Wine Bar,"Retail Unit, 55 Leadenhall Market, London, EC3V 1LT"
Planet Of The Grapes,"9-10 Bulls Head Passage, London, EC3V 1LU"
Swan Tavern,"The Swan Public House, 12 Ship Tavern Passage, London, EC3V 1LY"
The Cock & Woolpack,"The Cock And Woolpack Public House, 6 Finch Lane, London, EC3V 3NA"
Pitcher & Piano,"28 Cornhill, London, EC3V 3ND"
Simmon's Bar Bank,"Offices, 33-35 Cornhill, London, EC3V 3ND"
The Counting House,"The Counting House Public House, 50 Cornhill, London, EC3V 3PD"
Eight Club (1 Change Alley),"Basement Members Club, 24 Cornhill, London, EC3V 9AZ"
Jamaica Wine House,"St Michael's Alley, London, EC3V 9DS"
The Editors Tap,"Ground Floor Retail Unit, 5 - 11 Fetter Lane, London, EC4A 1BR"
Enigma Quests Holborn,"Offices, Barnards Inn, 86 Fetter Lane, London, EC4A 1EN"
Maison Arslan / The Green Ribbon,"193 FLEET STREET, LONDON, EC4A 2AH"
Ye Olde Cheshire Cheese,"Ye Olde Cheshire Cheese Public House, 145 Fleet Street, London, EC4A 2BU"
Old Bank of England,"194 FLEET STREET, LONDON, EC4A 2LT"
Harrild And Sons,"26 Farringdon Street, London, EC4A 4AB"
Hoop & Grapes,"80 Farringdon Street, London, EC4A 4BL"
Ye Olde London,"Ye Olde London Public House, 42 Ludgate Hill, London, EC4M 7DE"
The Paternoster,"2 Queen's Head Passage, London, EC4M 7DZ"
Magpie & Stump,"18 Old Bailey, London, EC4M 7EP"
Paternoster Tavern,"47 Ludgate Hill, London, EC4M 7JZ"
Dion,"Retail Unit 2 Paternoster House, 65 St Paul's Churchyard, London, EC4M 8AA"
Popworld,"17 Watling Street, London, EC4M 9BB"
Enoteca Da Luca,"20-21 Watling Street, London, EC4M 9BR"
Pavilion End,"The Pavilion End Public House, 23 Watling Street, London, EC4M 9BR"
Ye Olde Watling,"Ye Olde Watling Public House, 29 Watling Street, London, EC4M 9BR"
Merchant House,"13 Well Court, London, EC4M 9DN"
The Saint,"1 Bow Churchyard, London, EC4M 9DQ"
Williamsons Tavern,"Williamson's Tavern Public House, 1 Groveland Court, London, EC4M 9EH"
The Golden Fleece,"Golden Fleece Public House, 8-9 Queen Street, London, EC4N 1SP"
Core,"Aldermary House, 15 Queen Street, London, EC4N 1TX"
London Cocktail Club,"York House, 74-82 Queen Victoria Street, London, EC4N 4SJ"
The Sea Horse,"Sea Horse Public House, 64 Queen Victoria Street, London, EC4N 4SJ"
The Sugarloaf,"Retail Unit, 65 Cannon Street, London, EC4N 5AA"
Cannick Tapps,"109 Cannon Street, London, EC4N 5AD"
All Bar One,"Retail Unit, 103 Cannon Street, London, EC4N 5AG"
Sir John Hawkshaw,"Retail Unit 4-5, Cannon Street Station, Cannon Street, London, EC4N 6AP"
Harry's Bar,"5 Abchurch Yard, London, EC4N 7BA"
Candlemaker,"The Walbrook Building, 25 Walbrook, London, EC4N 8AF"
The Bell,"The Bell Public House, 29 Bush Lane, London, EC4R 0AN"
The Olde Wine Shades,"The Olde Wine Shades Public House, 6 Martin Lane, London, EC4R 0DJ"
The Bolter,"Warwick House, 65-66 Queen Street, London, EC4R 1EB"
"Pelt Trader, Arch 3","23 Dowgate Hill, London, EC4R 2SU"
Oyster Shed,"1 Angel Lane, London, EC4R 3AB"
The Banker,"The Banker Public House, Cousin Lane, London, EC4R 3TE"
The Steel Yard,"13-16 Allhallows Lane, London, EC4R 3UL"
Be At One,"28 King William Street, London, EC4R 9AT"
Three Cranes,"28 Garlick Hill, London, EC4V 2BA"
Samuel Peyps,"Samuel Pepys Public House, Stew Lane, London, EC4V 3PT"
The Blackfriar,"Blackfriars Tavern, 174 Queen Victoria Street, London, EC4V 4EG"
The Cockpit,"The Cockpit Public House, 7 St Andrew's Hill, London, EC4V 5BY"
Shaws Booksellers,"Shaws Booksellers Public House, 31-34 St Andrew's Hill, London, EC4V 5DE"
The Rising Sun,"Rising Sun Public House, 61 Carter Lane, London, EC4V 5DY"
Patch Bar,"58-62 Carter Lane, London, EC4V 5EA"
The Albion,"The Albion Public House, 2-3 New Bridge Street, London, EC4V 6AA"
El Vino Co Ltd,"30 New Bridge Street, London, EC4V 6BJ"
Ye Olde Cock Tavern,"Ye Olde Cock Tavern Public House, 22 Fleet Street, London, EC4Y 1AA"
El Vino Co Ltd,"47 Fleet Street, London, EC4Y 1BJ"
Punch Tavern,"The Punch Tavern Public House, 99 Fleet Street, London, EC4Y 1DE"
The Old Bell Tavern,"The Old Bell Public House, 95 Fleet Street, London, EC4Y 1DH"
Pegasus Bar,"Inner Temple Treasury, The Terrace, London, EC4Y 7HL"
City Of London Distillery,"Basement Retail Unit, 24 Bride Lane, London, EC4Y 8DT"
The Crown And Sugar Loaf,"Crown And Sugarloaf Public House, 26 Bride Lane, London, EC4Y 8DT"
St Bride Foundation,"Bridewell Theatre, 14 Bride Lane, London, EC4Y 8EQ"
The Harrow,"The Harrow Public House, 22 Whitefriars Street, London, EC4Y 8JJ"
Bush Hill Park PH,"Public House, 141 St Marks Road, ENFIELD, EN1 1BA"
The Lincoln Arms,"Public House, 155 Percival Road, ENFIELD, EN1 1QT"
Enfield Chase Tennis Club,"Enfield Chase Tenis Club, Mortimer Drive, ENFIELD, EN1 2LH"
Bush Hill Park Bowls Tennis And Social Club,"Abbey Road, ENFIELD, EN1 2QP"
Enfield Cricket Club,"9 Lincoln Road, ENFIELD, EN1 2RY"
Misty Bar & Lounge,"8-10 Silver Street, ENFIELD, EN1 3ED"
Mary Maddens Bar,"29 Silver Street, ENFIELD, EN1 3EF"
Buzz Bingo,"5 Dearsley Road, ENFIELD, EN1 3FB"
The Jolly Butchers,"Public House, 168-170 Baker Street, ENFIELD, EN1 3JS"
The Wheatsheaf,"Public House, 185 Baker Street, ENFIELD, EN1 3JT"
North Enfield Conservative Club Bar,"Conservative Club, 278 Baker Street, ENFIELD, EN1 3LD"
The Hop Poles,"Public House, 320 Baker Street, ENFIELD, EN1 3LH"
Enfield Ignatians RFC,"Queen Elizabeth Stadium, Donkey Lane, ENFIELD, EN1 3PL"
Enfield Town Football Club,"Queen Elizabeth Stadium, Donkey Lane, ENFIELD, EN1 3PL"
Lawns Bar & Restaurant,"David Lloyd Club, 180 Carterhatch Lane, ENFIELD, EN1 4LF"
Old Ignatian Association Ltd,"147 Turkey Street, ENFIELD, EN1 4NW"
The Bulls Head,"High Road, Turnford, Hertfordshire, EN10 6BZ"
The Queens Head,"The Queens Head Public House The Queens, 66 High Road, Wormley, Hertfordshire, EN10 6JN"
Crown Hotel,"162 Old Nazeing Road, Nazeing, Broxbourne, Waltham Abbey, EN10 6QT"
Rusheymead Clubhouse Ltd,"Nazeing New Road, Nazeing, Broxbourne, Waltham Abbey, EN10 6SY"
The White Bear,"The White Bear Public House The White Bear, 95 High Road, Broxbourne, Hertfordshire, EN10 7BN"
The Bull,"74 High Road, Broxbourne, Hertfordshire, EN10 7DZ"
Wormley Sports Club,"Church Lane, Wormley, Hertfordshire, EN10 7QE"
The Woodman & Olive,"20 West End Road, Wormley West End, Broxbourne, Hertfordshire, EN10 7QN"
Fish & Eels,"Fish And Eels Dobbs Weir Road, Roydon, Hoddesdon, Harlow, EN11 0AY"
Rye House Public House,"Rye House, Rye Road, Hoddesdon, Ware, EN11 0EH"
Rye Park Conservative Club,"Rye Road, Hoddesdon, Hertfordshire, EN11 0JD"
Hoddesdon Labour Club,"Labour Hall, Rye Road, Hoddesdon, Hertfordshire, EN11 0JR"
The George,"8 High Street, Hoddesdon, Hertfordshire, EN11 8BL"
Stanboroughs Conservative Club,"Stanboroughs Court, Conduit Lane, Hoddesdon, Hertfordshire, EN11 8EP"
Howlin Entertainment Ltd,"Unit 1, Knight Properties, Brewery Road, HODDESDON, EN11 8HF"
The Golden Lion,"23 High Street, Hoddesdon, Hertfordshire, EN11 8SX"
Bogdan Catering,"The White Swan, 95 High Street, Hoddesdon, Hertfordshire, EN11 8TN"
J D Wetherspoon The Star,"105 High Street, Hoddesdon, Hertfordshire, EN11 8TN"
The White Swan,"95 High Street, Hoddesdon, Hertfordshire, EN11 8TN"
The Sun,"Amwell Street, Hoddesdon, Hertfordshire, EN11 8TX"
British Legion,"68-70 Amwell Street, Hoddesdon, Hertfordshire, EN11 8UA"
The Wonder,"1 Batley Road, ENFIELD, EN2 0JG"
The Six Bells,"Public House, 187 Chase Side, ENFIELD, EN2 0PT"
Holtwhites Sports & Social,"Holtwhites Hill Sports Ground, 1 Kirkland Drive, ENFIELD, EN2 0RU"
O'Neill's Enfield,"Public House, 5 The Town, ENFIELD, EN2 6LE"
The Kings Head,"9 Market Place, ENFIELD, EN2 6LL"
Moon Under Water,"Public House, 115-117 Chase Side, ENFIELD, EN2 6NN"
The Stag,"Public House, 35 Little Park Gardens, ENFIELD, EN2 6PH"
Enfield Town Conservative Club,"Enfield Town Club, 8 Old Park Avenue, ENFIELD, EN2 6PR"
Crown & Horseshoes,"Public House, 15 Horseshoe Lane, ENFIELD, EN2 6PZ"
The Cricketers,"Public House, 17-19 Chase Side Place, ENFIELD, EN2 6QA"
The Old Wheatsheaf,"Public House, 3 Windmill Hill, ENFIELD, EN2 6SE"
The Jolly Farmers,"2 Enfield Road, ENFIELD, EN2 7QS"
The Robin Hood,"Public House, 240 The Ridgeway, ENFIELD, EN2 8AP"
Botany Bay Cricket Club,"Cricket Pavilion, East Lodge Lane, ENFIELD, EN2 8AS"
Golf Club Kitchen,"Club House, Crews Hill Golf Club, Cattlegate Road, ENFIELD, EN2 8AZ"
The Ridgeway Tavern,"76 The Ridgeway, ENFIELD, EN2 8JF"
Enfield Lawn Tennis Club,"The Ridgeway, ENFIELD, EN2 8NA"
The Rose & Crown,"Public House, 185 Clay Hill, ENFIELD, EN2 9AJ"
The Plough,"Public House, 12 Cattlegate Road, ENFIELD, EN2 9DJ"
The Pied Bull,"Public House, 5 Bulls Cross, ENFIELD, EN2 9HE"
King and Tinker P.H,"Public House, 40 Whitewebbs Lane, ENFIELD, EN2 9HJ"
North Enfield Cricket Club,"Strayfield Road Sports Ground, 24 Strayfield Road, ENFIELD, EN2 9JE"
Ponders End Working Mens Social Club Limited,"46 South Street, ENFIELD, EN3 4LB"
Ponders End Youth Centre,"Main Block Youth Centre, 129-137 South Street, ENFIELD, EN3 4PX"
Harvester,"The Navigation Inn, 4 Wharf Road, ENFIELD, EN3 4XX"
Lion,"Public House, 375 Hertford Road, ENFIELD, EN3 5PP"
The White House,"Public House, 570 Hertford Road, ENFIELD, EN3 5SU"
The Railway Inn,"Public House, 229 Ordnance Road, ENFIELD, EN3 6HA"
The Greyhound,"Public House, 425 South Ordnance Road, ENFIELD, EN3 6HR"
Enfield Highway Conservative Club,"652 Hertford Road, ENFIELD, EN3 6LZ"
Sun And Woolpack,"Public House, 640 Hertford Road, ENFIELD, EN3 6LZ"
Prince Albert Enfield,"Public House, 611 Hertford Road, ENFIELD, EN3 6UP"
Jura Lounge,"Unit 5 Trafalgar Trading Estate, 82 Jeffreys Road, ENFIELD, EN3 7TY"
Inn on the Park,"2 Solar Way, ENFIELD, EN3 7XY"
Hadley Wood Lawn Tennis Club,"Hadley Wood Tennis Club, Hadley Wood Open Space, Crescent East, BARNET, EN4 0EL"
Hadley Wood Golf Club,"Beech Hill, BARNET, EN4 0JJ"
Southgate Hockey Centre,"Snakes Lane, BARNET, EN4 0PS"
Oak Hill Bowls Club,"Oak Hill Park  Parkside Gardens Barnet, EN4 8JS"
Bodens,"99 East Barnet Road Barnet, EN4 8RF"
East Barnet Valley United Services Club,"23 East Barnet Road Barnet, EN4 8RN"
Lord Kitchener,"Lord Kitchener 49 East Barnet Road Barnet, EN4 8RN"
Railway Tavern,"Railway Tavern 3 East Barnet Road Barnet, EN4 8RR"
The Railway Bell,"Railway Bell 13 East Barnet Road Barnet, EN4 8RR"
Pure Gym,"18 East Barnet Road Barnet, EN4 8RW"
Prince Of Wales,"Prince Of Wales 2 Church Hill Road Barnet, EN4 8TB"
The Cock Inn,"The Cock And Dragon  Chalk Lane Enfield, EN4 9HU"
Cockfosters Bowling Club,"Cockfosters Sports Ground, Chalk Lane, BARNET, EN4 9JG"
Cockfosters Football Club,"Cockfosters Sports Ground, Chalk Lane, BARNET, EN4 9JG"
Builders Arms,"Builders Arms 3 Albert Road Barnet, EN4 9SH"
Queens Arms,"Queens Arms  Great North Road Barnet, EN5 1AB"
The Barrington,"Greenhill Parade  Great North Road Barnet, EN5 1EU"
St Peter's Social Club,"63 Somerset Road Barnet, EN5 1RF"
Old Elizabethans Social Club,"Old Elizabethans (Barnet) Memorial Playing Field  Mays Lane Barnet, EN5 2AG"
Barnet Table Tennis Club,"Barnet Table Tennis Centre  Barnet Lane Barnet, EN5 2DN"
The Lord Nelson,"14 West End Lane Barnet, EN5 2SA"
The Arkley,"The Arkley Public House 2 Barnet Road Barnet, EN5 3EP"
Maccabi London,"Rowley Lane Sports Ground  Rowley Lane Barnet, EN5 3HW"
The Gate,"The Gate 195 Barnet Road Barnet, EN5 3LA"
Hadley Football Club,"Hadley Football Club  Brickfield Lane Barnet, EN5 3LD"
Barnet Elizabethans Rugby Football Club,"Barnet Rugby Football Club  Byng Road Barnet, EN5 4NS"
The Green Dragon,"2 St. Albans Road, Barnet, Hertfordshire, EN5 4RE"
The Duke Of York,"Ganwick Corner, Barnet Road, Barnet, Hertfordshire, EN5 4SG"
Ye Olde Mitre Inne,"Ye Olde Mitre Inne 58 High Street Barnet, EN5 5SJ"
